drugname,pt,count_a,prr,chi2
FLUTICASONE,ADENOCARCINOMA,8,26.461323564540738,167.91708873416667
DULOXETINE HYDROCHLORIDE,DOLOR,16,13.181190253794842,167.9030946743159
ASPIRIN 81 MG CHEWABLE TABLETS,RENAL CYST,8,26.741929374170578,167.8170243930169
RIFABUTIN,THROMBOCYTOPENIA,4,60.2172136239886,167.7702005488041
CEFTRIAXONE,SCREAMING,4,60.2172136239886,167.7702005488041
CEFTRIAXONE,ASPARTATE AMINOTRANSFERASE INCREASED,4,60.2172136239886,167.7702005488041
AMLODIPINE BESYLATE,WHITE BLOOD CELL COUNT DECREASED,5,45.09760256980795,167.67974668118808
PAXIL,DRUG INTOLERANCE,12,18.803987556845488,167.5625838303921
LANTUS,DIABETIC KETOACIDOSIS,3,84.3305981322233,167.50933475822063
KRATOM (RAW POWDER),HIPERTENSION,8,25.94028049424007,167.4358171177208
SLEEP GUMMIES,INSOMNIO,60,4.695523633680092,167.39546256208874
NORTRIPTYLINE,BLUNTED AFFECT,8,26.314314179188038,167.39291885238814
ROSUVASTATIN,VISUAL FIELD DEFECT,4,63.54318846816179,167.3145343399441
PAROXETINE HYDROCHLORIDE,LIBIDO DECREASED,4,62.11172594678323,167.30796126518902
LIPOSOMAL GLUTATHIONE,TRIGEMINAL NEURALGIA,3,85.14206136392183,167.29990224867805
MYCOPHENOLIC ACID,LIVER DISORDER,4,61.87019121014638,167.2989151053768
MIRALAX,CONDITION AGGRAVATED,8,26.270845821734675,166.91188060774695
NITROFURANTOIN MONOHYDRATE MACROCRYSTALS,DRY EYE,4,58.65974355981704,166.82370111412447
SODIUM CHLORIDE,PULMONARY THROMBOSIS,4,58.61360757279549,166.7392153581085
PROPRANOLOL,WHITE BLOOD CELL COUNT INCREASED,6,37.36230895800821,166.57236695345009
VILOXAZINE,IRRITABILITY,3,82.96696447234328,166.50476498951957
LORAZEPAM,ERECTILE DYSFUNCTION,4,59.151347038226106,166.42310409025697
SILDENAFIL,GASTRIC HAEMORRHAGE,4,59.32822507975405,166.26071913017387
CAPECITABINE,MALNUTRITION,4,62.25395066608706,166.1734989650877
XOPENEX,TACHYCARDIA,4,56.69641921935313,166.0833061970462
REFRESH TEARS,BLOOD GLUCOSE INCREASED,8,26.011611817514545,166.08123481889697
METAMUCIL SUGAR FREE,BLOOD GLUCOSE INCREASED,8,26.011611817514545,166.08123481889697
PREVIDENT,BLOOD GLUCOSE INCREASED,8,26.011611817514545,166.08123481889697
LINZESS,PRODUCT COMMUNICATION ISSUE,10,20.64579601914557,165.88962319213974
PHENTERMINE,EYE DISORDER,3,84.69035273187512,165.8680590606034
ELIQUIS,DIALYSIS,15,14.381876903761643,165.76089626853215
ALIGN,RESTLESS LEGS SYNDROME,3,83.16276031613891,165.58643217581513
BUSPIRONE,CONDITION AGGRAVATED,6,35.4306981928409,165.57955159706017
CALCIUM CITRATE\VITAMIN D,VOMITO,4,56.183889064165754,165.57252557208295
BUPROPION,BLOOD GLUCOSE DECREASED,3,100.2563215141328,165.52782944986458
IODINE,BRAIN INJURY,3,83.05058738031421,165.5009367879285
DUPIXENT,NEOPLASM MALIGNANT,6,36.80686398106258,165.4980768583274
RIFABUTIN,DYSGEUSIA,4,59.356970217092424,165.41104111444605
LISINOPRIL,DRY MOUTH,70,4.359172689176073,165.3476917698288
CLARITIN,DRY SKIN,4,58.9927476398503,165.2834101276439
KISQALI,DRUG-INDUCED LIVER INJURY,3,85.15317672188354,165.27744238471487
PROPRANOLOL,GENITAL HYPOAESTHESIA,8,26.666459978506026,165.13632643452328
LISINOPRIL,MOVEMENT DISORDER,74,4.194582479597737,164.95993146794476
ATOMOXETINE,INSOMNIO,60,4.649432286088755,164.85444743504956
CETIRIZINE,MERYCISM,9,24.881590854086333,164.77784291616712
CETIRIZINE,AUTOSCOPY,9,24.881590854086333,164.77784291616712
CETIRIZINE,APRAXIA,9,24.881590854086333,164.77784291616712
CETIRIZINE,MOTION SICKNESS,9,24.881590854086333,164.77784291616712
DUPIXENT,PSORIASIS,4,61.05927595143242,164.70105418871626
NALTREXONE HYDROCHLORIDE,MUSCULOSKELETAL STIFFNESS,3,82.6902451795386,164.6346252119364
PROBIOTICS NOS,NIGHT SWEATS,7,31.52008490678508,164.4026637190355
PROZAC,LOSS OF PERSONAL INDEPENDENCE IN DAILY ACTIVITIES,28,8.14855534066245,164.36592011600487
MONTELUKAST,STEVENS-JOHNSON SYNDROME,3,89.7471429908267,164.33976485760695
NORETHINDRONE,RENAL IMPAIRMENT,4,55.76873724398656,164.30958363131955
RENFLEXIS,INFUSION RELATED REACTION,5,42.997493912472784,164.21021166723958
METFORMIN,CLOSTRIDIUM TEST POSITIVE,11,19.989319848927007,164.0881726129325
FUROSEMIDE,DEATH,28,8.011533202769252,164.03514887421318
PHENTERMINE,FEELING COLD,3,83.73877791291422,164.01235760181146
VYEPTI,ABNORMAL DREAMS,3,83.22002275740628,163.92685327577428
ALEVE,APPETITE DISORDER,3,83.4220232596103,163.92443802900772
ROSUVASTATIN 20MG DAILY,THERAPY CESSATION,8,25.326410713921653,163.879728671409
MYCOPHENOLIC ACID,RENAL NEOPLASM,4,60.495304289442885,163.74526385162088
AMINO ACIDS,LOSS OF THERAPEUTIC RESPONSE,6,38.51320844352128,163.63467042312817
SENNA,CONDITION AGGRAVATED,7,29.644132355402967,163.54098764854012
ESCITALOPRAM,MOTOR DYSFUNCTION,4,98.60625723167827,163.53108537961234
CALCIUM,ANORGASMIA,18,11.838040009518751,163.5016675007966
FOLIC ACID,PATIENT ELOPEMENT,3,96.61151674415238,163.4671148792202
VITD,IMPAIRED QUALITY OF LIFE,3,81.50634463600075,163.44459283921546
ACETAMINOPHEN 325 MG TABLETS,FLATULENCE,8,26.067473132508372,163.4153096622381
MAGNESIUM CITRATE PO,FLATULENCE,8,26.067473132508372,163.4153096622381
ESTRADIOL 0.1% VAGINAL CREAM,FLATULENCE,8,26.067473132508372,163.4153096622381
PREVIDENT 5000 BOOSTER PLUS 1.1%,FLATULENCE,8,26.067473132508372,163.4153096622381
REFRESH TEARS (OPHTHALMIC),FLATULENCE,8,26.067473132508372,163.4153096622381
METAMUCIL SUGAR FREE PO,FLATULENCE,8,26.067473132508372,163.4153096622381
OMEPRAZOLE 20 MG DR CAPSULES,FLATULENCE,8,26.067473132508372,163.4153096622381
FLUTICASONE 50MCG/ACTUATION NASAL SPRAY,FLATULENCE,8,26.067473132508372,163.4153096622381
"NYSTATIN 100,000 UNIT/G OINTMENT",FLATULENCE,8,26.067473132508372,163.4153096622381
GAVISCON 80-14.2 MG PER CHEWABLE TABLET,FLATULENCE,8,26.067473132508372,163.4153096622381
SENNOSIDES 8.6 MG TABLETS,FLATULENCE,8,26.067473132508372,163.4153096622381
MIRALAX,PARANOIA,6,35.41114840646579,163.3435196334372
OMEGA 3,CHAPPED LIPS,4,60.91495962152227,163.24690949150403
HERBALS\MITRAGYNINE,DRUG DEPENDENCE,3,81.44038794599572,163.16223852840022
MAGNESIUM CITRATE,BLOOD GLUCOSE INCREASED,8,25.58494071135323,163.12385592168144
TRIAMCINOLONE,BLOOD GLUCOSE INCREASED,8,25.58494071135323,163.12385592168144
CARIPRAZINE,DOLOR ABDOMINAL,3,80.57807462090744,163.00434229008349
DULOXETINE,PALPITACIONES,60,4.644552681156246,162.99364464480732
CITALOPRAM,DEREALISATION,12,17.9617342462083,162.91540964172432
IRON,VICTIM OF ABUSE,32,7.727091334878131,162.8951434424239
VITAMIN K,PAIN IN JAW,3,85.41993961519697,162.8103774084861
GAS-X,PALPITACIONES,5,42.16345421285243,162.66691647963924
DEVICE,TYPE 1 DIABETES MELLITUS,7,30.796519545846444,162.6069340171308
TOPAMAX,ASTHENIA,16,12.755235764109095,162.56192244283812
DELTASONE,THERAPY CESSATION,5,42.137298227193064,162.56166016165514
BACLOFEN,TEMBLOR,16,12.90435427290505,162.55323465135186
LEVOMEFOLATE CALCIUM,DEPRESSED MOOD,9,23.683646524104162,162.4872540850527
20MG LEXAPRO,DEPRESSED MOOD,9,23.683646524104162,162.4872540850527
FERRLECIT,CHEST DISCOMFORT,3,81.1796153708418,162.4151114090555
CYANOCOBALAMIN\SEMAGLUTIDE,VOMITO,5,42.1711435465207,162.20619048027316
ONDANSETRON,ACUTE KIDNEY INJURY,12,17.247762840742798,162.06069722249543
TADALAFIL,FLUSHING,8,26.001763470704166,162.04406646182989
ASPIRIN 81 MG CHEWABLE TABLETS,FLATULENCE,8,25.86514553589632,162.0384864682002
HYDROXYCHLOROQUINE,HYPOAESTHESIA,6,34.55290389958231,161.95663638162813
HERBALS\WITHANIA SOMNIFERA ROOT,ALLODYNIA,3,81.85362922677706,161.9467273033574
FLUTICASONE,PULMONARY MASS,8,25.53907954697585,161.70630190661086
AMINO ACIDS,IMPULSIVE BEHAVIOUR,9,23.67620950534694,161.57341631661131
VITAMIN D3,NEUROLEPTIC MALIGNANT SYNDROME,5,53.85025333725352,161.46319388110902
ESCITALOPRAM,CLAUSTROPHOBIA,8,30.815506551197785,161.39672546790553
HYDRALAZINE,DISCOMFORT,3,83.92593104096535,161.24891903345375
METFORMIN,ENTERITIS,11,19.644677005822267,161.1923490676275
SINGULAIR,INJECTION SITE INFLAMMATION,3,86.1221863799635,161.00490444770534
FENTANYL,SUBARACHNOID HAEMORRHAGE,7,31.351917707693318,160.80266059407515
ALLOPURINOL,CYST,4,58.242434736427526,160.71880686302134
PEPCID,DEEP VEIN THROMBOSIS,4,55.779782097398346,160.37793399964508
PREDNISONE,DIALYSIS,15,13.97537727632644,160.3490139327174
FLUVOXAMINE,INSOMNIO,6,33.726080663900426,160.3272133422816
CETIRIZINE HYDROCHLORIDE,PANCREATIC NEOPLASM,8,25.901930844846984,160.2579804445468
CETIRIZINE HYDROCHLORIDE,PANCREATIC ATROPHY,8,25.901930844846984,160.2579804445468
CETIRIZINE HYDROCHLORIDE,PANCREATIC CALCIFICATION,8,25.901930844846984,160.2579804445468
CETIRIZINE HYDROCHLORIDE,PANCREATIC DISORDER,8,25.901930844846984,160.2579804445468
CETIRIZINE HYDROCHLORIDE,PANCREATIC DUCT DILATATION,8,25.901930844846984,160.2579804445468
CETIRIZINE HYDROCHLORIDE,PANCREATIC MASS,8,25.901930844846984,160.2579804445468
CETIRIZINE HYDROCHLORIDE,GAMMA-GLUTAMYLTRANSFERASE INCREASED,8,25.901930844846984,160.2579804445468
CETIRIZINE HYDROCHLORIDE,DOLICHOCOLON,8,25.901930844846984,160.2579804445468
CETIRIZINE HYDROCHLORIDE,INTERVERTEBRAL DISC DEGENERATION,8,25.901930844846984,160.2579804445468
CETIRIZINE HYDROCHLORIDE,UMBILICAL HERNIA,8,25.901930844846984,160.2579804445468
CETIRIZINE HYDROCHLORIDE,BILIARY DILATATION,8,25.901930844846984,160.2579804445468
CETIRIZINE HYDROCHLORIDE,KIDNEY FIBROSIS,8,25.901930844846984,160.2579804445468
POTASSIUM CHLORIDE,STOMATITIS,12,17.472260116621154,160.23756152063785
ONDANSETRON,DEHYDRATION,15,13.727470606136883,160.21268419427318
ALBUTEROL SULFATE,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,4,56.384725818918255,160.09554724992037
PRISTIQ EXTENDED-RELEASE,NIGHTMARE,12,16.943896915209876,160.0378453787838
CARVEDILOL,DYSPNEA,78,3.879584111636134,159.92577218749813
BACTRIM,NEUTROPENIA,4,55.578683781005154,159.87806836707213
WELLBUTRIN,DOLOR,62,4.489455411284025,159.87482226546803
DARATUMUMAB,INFUSION RELATED REACTION,4,54.68704368639599,159.82711483435463
PROLIA,DEATH,21,9.931777998680953,159.63781494828584
ESCITALOPRAM,AGITATION,22,10.156478105517706,159.5905029654185
CATAPRES,DRUG DEPENDENCE,6,34.44597871774689,159.56352172290755
PROPRANOLOL,EYE SWELLING,6,35.789162475864025,159.5557993710139
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",ENDOCARDITIS,4,57.57051823798088,159.41898715366537
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",THINKING ABNORMAL,4,57.57051823798088,159.41898715366537
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",VON WILLEBRAND'S FACTOR ANTIGEN INCREASED,4,57.57051823798088,159.41898715366537
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",MITRAL VALVE CALCIFICATION,4,57.57051823798088,159.41898715366537
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",MYELOSUPPRESSION,4,57.57051823798088,159.41898715366537
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",RETICULOCYTE COUNT DECREASED,4,57.57051823798088,159.41898715366537
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,4,57.57051823798088,159.41898715366537
PREGABALIN,CLAUSTROPHOBIA,4,60.11047595344214,159.38578420635906
LIALDA,NONSPECIFIC REACTION,3,79.13627936157035,159.37949207678423
JEUVEAU,NONSPECIFIC REACTION,3,79.13627936157035,159.37949207678423
CETIRIZINE HYDROCHLORIDE,ARTERIOSCLEROSIS,8,25.755592420696498,159.3147101984045
CICLOPIROX TOP SOLN,FALL,6,33.707355773695014,159.27874725289706
TOP OINT,FALL,6,33.707355773695014,159.27874725289706
LIDOCAINE TOP PATCH,FALL,6,33.707355773695014,159.27874725289706
GUAR GUM,FALL,6,33.707355773695014,159.27874725289706
FOLIC ACID,RESPIRATORY FAILURE,13,15.660425297607416,159.20017381546796
ESOMEPRAZOLE,HEAD DISCOMFORT,4,56.10430383901554,159.16435466472032
VALIUM,SOCIAL ANXIETY DISORDER,6,34.49522637544869,159.10291266670117
KETAMINE SUPPOSITORIES,ALLODYNIA,3,80.44196491785475,159.07034033070414
DIETARY SUPPLEMENT\GRAPE SEED EXTRACT,ALLODYNIA,3,80.44196491785475,159.07034033070414
VITAMIN B3,ALLODYNIA,3,80.44196491785475,159.07034033070414
VIT B2,ALLODYNIA,3,80.44196491785475,159.07034033070414
OFLOXACIN OTIC,ALLODYNIA,3,80.44196491785475,159.07034033070414
LIPOSOMAL PQQ,ALLODYNIA,3,80.44196491785475,159.07034033070414
FLUOXETINE,SEROTONIN SYNDROME,4,57.98582133188749,158.86824374780903
VICTOZA,BLOOD GLUCOSE INCREASED,8,24.970534318480738,158.8655349632449
INDOMETHACIN,PANCREATITIS,5,41.41584508051726,158.81814343986227
AZITHROMYCIN,WHEEZING,3,84.17238066019794,158.75602718034315
ERLEADA,DYSSTASIA,8,24.96086258243193,158.70982801374095
ISOTRETINOIN,ROAD TRAFFIC ACCIDENT,3,78.88884532095919,158.38697914874714
CETIRIZINE HYDROCHLORIDE,ILL-DEFINED DISORDER,8,25.610898246623563,158.38160077747057
JARDIANCE,FOOT AMPUTATION,3,307.5949324629127,158.37162069974184
JARDIANCE,NECROTISING FASCIITIS,3,307.5949324629127,158.37162069974184
LENALIDOMIDE,DRUG ERUPTION,6,38.0629956050729,158.35307741013833
DILTIAZEM,RENAL CYST,4,54.76581372506878,158.33305469646973
BETNOVATE,WITHDRAWAL SYNDROME,8,24.58192144534007,158.02386629138516
KRATOM (RAW POWDER),WITHDRAWAL SYNDROME,8,24.58192144534007,158.02386629138516
ZOPICLONE,AKATHISIA,8,24.822781738341504,157.9705618734203
CLOMIPRAMINE,AKATHISIA,8,24.822781738341504,157.9705618734203
CLOMIPRAMINE HYDROCHLORIDE,AKATHISIA,8,24.822781738341504,157.9705618734203
ELIQUIS,RENAL FAILURE,15,13.754630332863645,157.74397961437515
DEXAMETHASONE,INFUSION RELATED REACTION,14,14.396011378867271,157.72209200121526
MAGNESIUM,TINITUS,33,7.085007999433477,157.5317266149373
CETIRIZINE HYDROCHLORIDE,HEPATIC STEATOSIS,8,25.467820765395633,157.45848917411973
FERROUS SULFATE,CLOSTRIDIUM DIFFICILE INFECTION,8,24.929401382444087,157.40987218120165
FLUCONAZOLE,CLOSTRIDIUM DIFFICILE INFECTION,8,24.929401382444087,157.40987218120165
ALPHA LIPOIC ACID,DYSSTASIA,8,24.768734329768908,157.3790471651651
DIVALPROEX SODIUM,INTENTIONAL DOSE OMISSION,4,54.1802614140572,157.32469755682772
PROSTHETIC,ARTRALGIA,16,12.424535124149898,157.2208767083176
ANDROMACHE SODIUM,ARTRALGIA,16,12.424535124149898,157.2208767083176
TRIAMCINOLONE ACETONIDE,RENAL CYST,8,25.17837739632005,157.18905982371874
CETIRIZINE,SALIVARY HYPERSECRETION,9,23.7106952557429,157.07712857588572
MAGNESIUM PROBIOTIC W/ CRANBERRY,MIALGIA,12,16.239395475209356,157.05251010448956
PLANT BASED ESTROGEN,MIALGIA,12,16.239395475209356,157.05251010448956
SUMATRIPTAN 50MG TABLETS PRN,MIALGIA,12,16.239395475209356,157.05251010448956
INVOKANA,DYSPNEA,72,4.021579737482703,157.04357333508375
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",PRODUCT DISPENSING ISSUE,4,56.684820731264885,157.0099006719394
LISINOPRIL,CARDIAC FAILURE CONGESTIVE,72,4.132985548627636,156.733581819892
XCOPRI,BALANCE DISORDER,5,41.344295246045,156.57107845037964
LINZESS,TENDON PAIN,4,55.41322048725792,156.56186095566142
ARGININE,CONFUSION,4,53.60771468819847,156.51224371715335
"METFORMIN 1,000MG 2X DAILY",CONFUSION,4,53.60771468819847,156.51224371715335
"INSULIN, 2-3 UNITS PER DAY FAST ACTING (3X DAILY IF NEEDED)",CONFUSION,4,53.60771468819847,156.51224371715335
MAGNESIUM COMPLEX 2X DAILY,CONFUSION,4,53.60771468819847,156.51224371715335
PROPRANOLOL,BRAIN INJURY,8,25.325689771517258,156.50270271783657
OLMESARTAN,DYSPNEA,73,3.9799963078656506,156.44846133571238
AMITRIPTYLINE,HYPERHIDROSIS,4,54.12175767693895,156.37994708127542
ADVIL,THERAPEUTIC PRODUCT EFFECT INCOMPLETE,4,54.153327475421236,156.34181774715896
PREDNISONE,DRUG-INDUCED LIVER INJURY,7,30.803089026593668,156.28089468090073
VALIUM,ANGER,6,33.9055648992739,156.27659022712115
LOSARTAN POTASSIUM,DYSGEUSIA,4,56.19969852551201,156.2648378157022
TACROLIMUS,GENERAL PHYSICAL CONDITION ABNORMAL,4,61.81304101561086,156.21487149670165
OXYCODONE,OVERDOSE,8,24.81722098030146,156.07221933619581
PAXIL,MUSCLE TWITCHING,14,14.969457225763858,156.03441268210807
MELOXICAM,BLOOD IRON DECREASED,4,57.1353743626865,156.02599577031083
ADDERALL XR,PRODUCT COMMUNICATION ISSUE,8,24.4575848647534,155.95735932951268
MIRABEGRON,DEATH,4,52.793517735151624,155.91372634234855
RIVASTIGMINE,DEATH,4,52.793517735151624,155.91372634234855
PERTZYE,DEATH,4,52.793517735151624,155.91372634234855
APIXABAN,ANAEMIA,6,33.819766493646036,155.6533207512291
MAGNESIUM,CALCINOSIS,24,9.198947159176157,155.5263670132315
MAGNESIUM,LIGAMENT INJURY,24,9.198947159176157,155.5263670132315
MAGNESIUM,MORTON'S NEURALGIA,24,9.198947159176157,155.5263670132315
CREATINE,DEPRESSED MOOD,9,22.747613888347068,155.46250448892826
ZOFRAN,INTESTINAL OBSTRUCTION,4,54.460078864935284,155.37259013540347
WELLBUTRIN,PALPITACIONES,60,4.503788588504616,155.32455779404057
LISINOPRIL,PLEURAL EFFUSION,76,3.968284384151003,155.29612885501828
KALE,DEPRESION,24,8.714345736330806,154.97339590578432
VITAMIN D WITH K GLUCOSAMINE CHONDROI,DEPRESION,24,8.714345736330806,154.97339590578432
RED LIGHT THERAPY,DEPRESION,24,8.714345736330806,154.97339590578432
O.EGA 3 FATTY ACIDS,DEPRESION,24,8.714345736330806,154.97339590578432
SYNTHETIC,DEPRESION,24,8.714345736330806,154.97339590578432
ESOMEPRAZOLE,EPISTAXIS,4,54.61481173132905,154.90963616770526
ESOMEPRAZOLE,BLOOD CALCIUM DECREASED,4,54.61481173132905,154.90963616770526
GARLIC,DYSPNEA,72,3.987609866327208,154.83180433924466
NUBEQA,GAIT DISTURBANCE,4,52.87918604399664,154.73369527142884
ESMEPRAZOLE,TENDON DISORDER,4,53.06221705687481,154.6529416489043
CAPECITABINE,HICCUPS,4,57.698806147360855,154.63979952206537
ORTHO-NOVUM 1-35 DAILY,HYPOAESTHESIA,3,76.75175961792206,154.46835567273374
COLLAGEN,CATARACT SUBCAPSULAR,3,90.35830054709251,154.2273562179797
COBENFY,RESTLESS LEGS SYNDROME,3,77.61743344070453,154.22098538749032
CARVEDILOL,ACUTE MYOCARDIAL INFARCTION,26,8.561023092635411,154.18198767371578
20MG LEXAPRO,FOOD ALLERGY,9,22.490946644212386,154.03979181684912
LEVOMEFOLATE CALCIUM,FOOD ALLERGY,9,22.490946644212386,154.03979181684912
WINREVAIR,WRONG TECHNIQUE IN DEVICE USAGE PROCESS,3,87.438365582278,153.99665066600372
MYCOPHENOLIC ACID,HYDRANENCEPHALY,4,56.71436380033483,153.90471488667828
CICLOPIROX,FALL,6,32.61986162691789,153.79626219543204
AMLODIPINE,PRODUCT FORMULATION ISSUE,8,26.49202289336209,153.71324427036006
B12,RETINOPATHY,3,96.38525493423111,153.70654264960885
LEVOFLOXACIN,TENDON PAIN,9,23.026789759695273,153.6859813762217
MIRTAZAPINE,FOOD REFUSAL,6,42.796556250986804,153.47627430372722
CETIRIZINE,MUSCLE CONTRACTIONS INVOLUNTARY,9,23.165623072702488,153.46796725539824
MEROPENEM,BLOOD GLUCOSE INCREASED,6,32.85451899718,153.4605666928757
BIOTIN,APHONIA,4,57.157189061191325,153.45613189028145
NEURONTIN,DISFAGIA,3,76.86074225685562,153.43155680003886
TEMAZEPAM,DEPRESION,24,8.644503480434944,153.40162205765236
NURTEC ODT,TENDON PAIN,4,54.30415608077842,153.29574451211639
HYDROCHLOROTHIAZIDE,TETHERED CORD SYNDROME,3,112.83934336549449,153.1430626918054
HYDROCHLOROTHIAZIDE,POLYDACTYLY,3,112.83934336549449,153.1430626918054
HYDROCHLOROTHIAZIDE,CRYPTORCHISM,3,112.83934336549449,153.1430626918054
VYVANSE,SUBSTANCE USE DISORDER,5,45.41712963171634,153.08953630752458
VYVANSE,NICOTINE DEPENDENCE,5,45.41712963171634,153.08953630752458
JANUVIA,ASTHENIA,75,3.8629151042567345,153.0666005245875
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",IRRITABILITY,8,24.40081061738189,153.0569295199823
COENZYME Q10,STRESS,9,22.681481039594086,152.76833103265537
ZOLOFT,SEXUAL DYSFUNCTION,17,12.066133265494255,152.69057644323675
CELECOXIB,TEMBLOR,12,15.939651913098974,152.61312427020044
OXYCODONE,SKIN CANCER,4,54.877395042637076,152.55195750622414
LISINOPRIL,PRESYNCOPE,64,4.388107932872484,152.37011895316672
WINREVAIR,DYSPNOEA EXERTIONAL,4,56.87077797895676,152.3297915652145
SERTRALINE,PERDIDA DE MEMORIA,14,14.415358088748855,152.32729488824256
ISOSORBIDE DINITRATE,VOMITO,4,51.86179694276837,152.3067229272274
CAPECITABINE,DEHYDRATION,13,14.957978650951842,152.18441956194448
PAROXETINE,HYPERSOMNIA,8,24.367655050953513,152.10477741379512
MAGNESIUM,MUSCLE RUPTURE,24,9.025382228744046,152.06911912464082
SUNITINIB MALATE,CHILLS,3,75.71298743585609,151.8053503490776
MAGNESIUM GLYCINATE,LYMPH NODE PAIN,3,84.793526825372,151.80431375471625
TRIAMCINOLONE ACETONIDE,FLATULENCE,8,24.352857514503533,151.74871662061477
METOPROLOL SUCCINATE,URINARY RETENTION,5,41.638821462783895,151.71856800283408
ROSUVASTATIN,POLYMYALGIA RHEUMATICA,3,87.37143536840605,151.6641383611249
LIPOSOMAL GLUTATHIONE,MUSCLE STRAIN,3,77.18487451695934,151.65026969527767
NUCALA,IMPAIRED QUALITY OF LIFE,5,40.21039493662186,151.64671963554716
DARATUMUMAB,EXANTEMA,4,51.9573987454285,151.58520265951663
CELECOXIB,HIPERTENSION,12,15.839850890677761,151.53911258788236
FAMOTIDINE,DEPRESION,29,7.3677975805841305,151.51373960123655
VITAMIN C (DAILY),EMOTIONAL DISTRESS,4,52.24073375151535,151.26430889326937
VITAMIN B12 (DAILY),EMOTIONAL DISTRESS,4,52.24073375151535,151.26430889326937
SERTRALINE 50 MG (ZOLOFT),EMOTIONAL DISTRESS,4,52.24073375151535,151.26430889326937
VITAMIN D (DAILY),EMOTIONAL DISTRESS,4,52.24073375151535,151.26430889326937
JUNEL FE 1.5/30 MG,EMOTIONAL DISTRESS,4,52.24073375151535,151.26430889326937
CETIRIZINE HYDROCHLORIDE,BILIARY TRACT DISORDER,8,24.509355440807816,151.26366000868097
REPATHA,EXANTEMA,10,19.037393913350783,151.1351691354808
DEVICE,ELECTROCARDIOGRAM QT PROLONGED,4,57.593244627493654,151.06567196449245
IRON,VISION BORROSA,72,3.994072997690304,150.9779918423593
FERROUS SULFATE,GLAUCOMA,4,53.86521334897403,150.87960638090775
LORATADINE,SENSORY DISTURBANCE,4,52.609184977120975,150.87960638090775
ERGOCALCIFEROL,ABNORMAL DREAMS,3,76.4702011009794,150.24042654811805
INSULIN LISPRO,POLLAKIURIA,3,75.20626348602404,150.12843820510855
TRULANCE,DEATH,6,31.707102456408588,150.00430582402964
MAGNESIUM GLYCINATE,PARANOIA,8,24.189352246206838,149.96889689362916
MELATONIN,CYST,4,54.49566519743771,149.9625665916478
MELATONIN,INADEQUATE ANALGESIA,4,54.49566519743771,149.9625665916478
ALBUTEROL AER HFA,SURGERY,4,52.21937433205135,149.9345659659432
